collection_title,article_id,title,Author,Year,hdl,doi
NA,NA,The Sphere Handbook: Humanitarian Charter and Minimum Standards in Humanitarian Response,Sphere Association,2018,https://practicalactionpublishing.com/book/2048/the-sphere-handbook,
